experiment,condition,subject,block,p,nll,bic,model
1,new_learn,32,2,20.80847762393784,46.31553030084285,101.84140097366189,nll_unix_1
1,new_learn,32,2,51.16989789717662,78.37779997872049,165.96594032941715,nll_uniy_0
1,new_learn,32,2,36.74273481379206,78.37779997872049,165.96594032941715,nll_uniy_0
1,new_learn,32,2,55.20204103955451,87.07221029343478,183.35476095884573,nll_uniy_1
1,new_learn,32,2,36.74290011952368,87.07221029343478,183.35476095884573,nll_uniy_1
1,new_learn,32,2,-0.9516773020510871,41.542366443987845,96.90024344593996,nll_glc_0
1,new_learn,32,2,27.589213520895843,41.542366443987845,96.90024344593996,nll_glc_0
1,new_learn,32,2,16.61968445214774,41.542366443987845,96.90024344593996,nll_glc_0
1,new_learn,32,2,0.9999999040916823,46.32940124409663,106.47431304615753,nll_glc_1
1,new_learn,32,2,-45.48568795168903,46.32940124409663,106.47431304615753,nll_glc_1
1,new_learn,32,2,20.833093205721063,46.32940124409663,106.47431304615753,nll_glc_1
1,new_learn,32,2,44.72213398808307,48.55576415327329,110.92703886451085,nll_gcc_eq_0
1,new_learn,32,2,0.0012686213487356213,48.55576415327329,110.92703886451085,nll_gcc_eq_0
1,new_learn,32,2,19.4276173032153,48.55576415327329,110.92703886451085,nll_gcc_eq_0
1,new_learn,32,2,99.978656287024,91.0375755292485,195.89066161646127,nll_gcc_eq_1
1,new_learn,32,2,49.96789103035206,91.0375755292485,195.89066161646127,nll_gcc_eq_1
1,new_learn,32,2,36.74440183191271,91.0375755292485,195.89066161646127,nll_gcc_eq_1
1,new_learn,32,2,42.77272258372637,43.672730670579455,101.16097189912318,nll_gcc_eq_2
1,new_learn,32,2,99.83652577579673,43.672730670579455,101.16097189912318,nll_gcc_eq_2
1,new_learn,32,2,16.836920114402037,43.672730670579455,101.16097189912318,nll_gcc_eq_2
1,new_learn,32,2,99.99746149147977,84.85967488573847,183.53486032944122,nll_gcc_eq_3
